Hp pq value
12 3756 9819
12 56 182
12 1545 4053
12 656 1800
12 3578 9367
12 2171 5649
12 2542 6548
12 3242 8448
12 3311 8643
12 633 1732
12 2745 7110
12 1213 3214
12 957 2551
12 424 1223
12 1824 4765
12 2302 5970
12 1003 2658
12 3206 8302
12 1938 5081
12 1338 3537
12 2301 5956
12 2666 6887
12 986 2625
12 474 1317
12 1898 4950
12 2160 5588
12 1170 3063
12 3016 7754
12 2967 7627
12 3071 7888
12 1956 5127
12 1462 3799
12 1693 4423
12 2149 5532
12 2169 5599
12 47 142
12 403 1182
12 3291 8500
12 1902 4943
12 2403 6177
12 2578 6584
12 754 2053
12 3625 9392
12 2136 5487
12 1245 3277
12 173 509
12 536 1458
12 848 2287
12 3416 8811
12 2569 6539
12 793 2176
12 383 1119
12 3791 9778
12 1858 4801
12 916 2437
12 1825 4728
12 2642 6741
12 680 1852
12 3431 8834
12 1686 4369
12 3781 9740
12 106 313
12 1747 4520
12 177 515
12 810 2198
12 41 119
12 227 658
12 1296 3380
12 1930 4971
12 2195 5601
12 2312 5909
12 585 1555
12 3020 7654
12 2059 5301
12 2766 7043
12 2865 7283
12 2273 5810
12 3326 8501
12 2324 5922
12 338 973
12 512 1392
12 3182 8099
12 781 2093
12 406 1170
12 3611 9252
12 313 882
12 846 2251
12 2362 5994
12 1063 2734
12 2933 7437
12 2657 6715
12 3457 8826
12 3068 7751
12 441 1235
12 3653 9342
12 3909 9949
12 3056 7706
12 1 0
12 3795 9681
12 1042 2678
12 737 1953
12 730 1942
12 1662 4233
12 2355 5959
12 2866 7244
12 3027 7628
12 1260 3243
12 3695 9406
12 953 2481
12 3595 9165
12 2672 6732
12 1515 3873
12 1406 3616
12 3473 8825
12 519 1396
12 1130 2869
12 3828 9707
12 3952 9999
12 3493 8863
12 935 2441
12 2950 7436
12 726 1930
12 3032 7619
12 582 1539
12 1245 3165
12 2763 6961
12 3135 7840
12 2876 7223
12 1291 3313
12 3001 7521
12 3918 9901
12 616 1618
12 2301 5816
12 168 487
12 3026 7578
12 3723 9412
12 3231 8115
12 2864 7173
12 3491 8818
12 213 597
12 1057 2690
12 2208 5550
12 296 822
12 2516 6307
12 263 727
12 3394 8570
12 3636 9176
12 154 434
12 3395 8569
12 1733 4391
12 3660 9227
12 909 2358
12 2524 6321
12 2739 6847
12 1549 3897
12 2323 5838
12 56 160
12 663 1738
12 1214 3061
12 3913 9826
12 2240 5611
12 3702 9315
12 549 1444
12 539 1427
12 3910 9802
12 2143 5374
12 301 839
12 3193 7917
12 1000 2547
12 3854 9658
12 1932 4866
12 616 1590
12 604 1560
12 777 2041
12 3187 7897
12 885 2288
12 2797 6963
12 1350 3425
12 3619 9074
12 2224 5533
12 3163 7816
12 1851 4654
12 1696 4243
12 172 489
12 3181 7853
12 3281 8140
12 2552 6327
12 3233 8013
12 3967 9878
12 2305 5740
12 1679 4191
12 2213 5490
12 2011 5055
12 2269 5636
12 2785 6917
12 1936 4857
12 363 1010
12 1650 4109
12 3658 9127
12 3994 9910
12 43 119
12 120 345
12 586 1500
12 652 1679
12 3518 8738
12 2317 5749
12 114 319
12 2301 5702
12 2233 5526
12 3780 9394
12 3083 7587
12 1331 3342
12 146 400
12 709 1830
12 63 183
12 3351 8253
12 4039 9970
12 1159 2862
12 1042 2618
12 3984 9849
12 3469 8602
12 2765 6810
12 660 1691
12 1473 3658
12 967 2446
12 1994 4960
12 1959 4867
12 3971 9808
12 3659 9069
12 123 346
12 2468 6070
12 3716 9188
12 255 692
12 1588 3922
12 2946 7220
12 3827 9430
12 3920 9671
12 3080 7539
12 582 1484
12 610 1549
12 1319 3285
12 3669 9071
12 463 1243
12 1495 3685
12 2965 7253
12 550 1426
12 763 1938
12 2957 7224
12 1740 4288
12 1844 4557
12 1374 3425
12 3753 9243
12 3171 7719
12 579 1468
12 3762 9253
12 2684 6517
12 2641 6428
12 1682 4120
12 2592 6325
12 724 1850
13 307 819
13 3564 8748
13 380 1038
13 600 1511
13 1084 2670
13 3390 8258
13 2996 7293
13 3557 8694
13 842 2150
13 3583 8778
13 85 243
13 2223 5435
13 1719 4201
13 589 1487
13 2245 5473
13 568 1455
13 1198 2913
13 3050 7411
13 2050 5031
13 1444 3554
13 3425 8320
13 3469 8456
13 1146 2797
13 2491 6039
13 4082 9924
13 809 2050
13 1039 2556
13 1109 2704
13 1025 2522
13 2140 5234
13 1863 4554
13 1362 3341
13 1639 3982
13 775 1945
13 442 1204
13 1238 3004
13 2732 6555
13 3501 8498
13 677 1698
13 3588 8705
13 1491 3628
13 775 1942
13 182 493
13 3265 7829
13 1400 3429
13 2474 5966
13 3822 9284
13 1111 2694
13 4017 9729
13 1784 4315
13 2602 6248
13 1812 4402
13 3756 9123
13 2235 5397
13 165 441
13 2237 5399
13 1577 3799
13 3860 9350
13 1838 4456
13 2633 6322
13 346 936
13 3715 9010
13 2506 6015
13 493 1270
13 353 955
13 3011 7220
13 1772 4274
13 3138 7511
13 829 2070
13 2493 5973
13 1055 2568
13 2372 5698
13 1772 4267
13 1273 3061
13 4110 9879
13 3230 7696
13 2240 5379
13 2306 5516
13 2828 6742
13 2107 5109
13 2591 6183
13 1240 2991
13 3965 9511
13 2193 5307
13 1965 4740
13 2644 6304
13 2957 7058
13 3552 8540
13 803 2006
13 610 1514
13 453 1214
13 1224 2942
13 2885 6877
13 3039 7229
13 212 564
13 1747 4184
13 309 801
13 444 1191
13 3380 8047
13 1207 2871
13 1452 3516
13 228 616
13 2050 4921
13 3290 7783
13 12 29
13 431 1153
13 740 1831
13 2271 5409
13 2824 6669
13 3584 8573
13 197 518
13 1204 2852
13 3357 7916
13 2704 6381
13 1886 4511
13 1107 2657
13 1126 2685
13 3363 7922
13 452 1197
13 1964 4692
13 2440 5788
13 984 2411
13 1679 3986
13 1113 2665
13 2538 5992
13 342 903
13 1344 3202
13 2880 6794
13 855 2094
13 485 1249
13 2555 6017
13 2377 5610
13 3488 8217
13 3097 7291
13 1420 3393
13 3501 8247
13 3567 8444
13 650 1576
13 1544 3656
13 2143 5113
13 55 149
13 205 526
13 1827 4317
13 3429 8066
13 2935 6907
13 3733 8829
13 3011 7075
13 4056 9592
13 2881 6751
13 3522 8272
13 240 636
13 1061 2539
13 2993 7035
13 372 975
13 647 1557
13 1286 3027
13 769 1878
13 2015 4759
13 2637 6173
13 1690 3972
13 979 2360
13 3625 8543
13 2532 5934
13 224 578
13 2484 5834
13 2418 5679
13 2193 5177
13 1818 4278
13 3111 7255
13 2197 5185
13 2453 5743
13 1598 3756
13 2440 5711
13 22 60
13 750 1822
13 3815 8970
13 2222 5241
13 3789 8897
13 2086 4914
13 3572 8344
13 1485 3521
13 2381 5551
13 344 884
13 2965 6908
13 2823 6526
13 3756 8793
13 4250 9936
13 3599 8404
13 4235 9904
13 1029 2461
13 3732 8728
13 936 2264
13 387 1004
13 1983 4662
13 1218 2842
13 2945 6838
13 2890 6693
13 3452 8019
13 3222 7468
13 1688 3948
13 1365 3204
13 4101 9563
13 3333 7704
13 2248 5267
13 2578 5976
13 2527 5879
13 1814 4237
13 472 1217
13 433 1128
13 3919 9152
13 2548 5914
13 386 1002
13 405 1055
13 1355 3150
13 3434 7910
13 1690 3933
13 810 1943
13 1806 4198
13 3746 8689
13 763 1847
13 2893 6660
13 1623 3769
13 1772 4111
13 3337 7664
13 3635 8431
13 1410 3306
13 330 855
13 618 1476
13 3348 7677
13 3605 8323
13 2343 5424
13 3144 7234
13 1829 4239
13 4096 9480
13 1064 2501
13 81 215
13 2312 5359
13 1336 3091
13 3398 7784
13 1227 2840
13 3713 8595
13 1603 3698
13 1657 3842
13 2619 6002
13 2986 6848
13 731 1752
13 4308 9935
13 2208 5143
13 2592 5951
13 3734 8624
13 3045 6990
13 3880 8963
13 1008 2393
13 3253 7454
13 1290 2979
13 3139 7176
13 3105 7112
13 1659 3834
13 3760 8652
13 2074 4789
13 3701 8510
13 164 428
13 845 2023
13 1194 2749
13 4314 9908
13 344 877
13 4046 9316
13 686 1620
13 121 320
13 3109 7100
13 1936 4460
13 3880 8915
13 3133 7151
13 3632 8302
13 2130 4917
13 134 351
13 2820 6406
13 473 1204
13 2409 5495
13 3806 8709
13 4286 9828
13 3859 8837
13 3383 7672
13 3735 8573
13 2761 6291
13 254 652
13 891 2101
13 4255 9755
13 328 838
13 3123 7105
13 1976 4545
13 4082 9348
13 3316 7533
13 1279 2920
13 3698 8449
13 1657 3793
13 57 149
13 3431 7765
13 2369 5413
13 182 469
13 487 1218
13 2746 6225
13 4108 9384
13 3674 8369
13 351 879
13 257 653
13 3832 8720
13 3216 7286
13 787 1857
13 1847 4215
13 1006 2347
13 3547 8037
13 4131 9405
13 2823 6372
13 1300 2962
13 869 2048
13 3094 7024
13 2205 5063
13 766 1804
13 3493 7862
13 3750 8520
13 1188 2701
13 1558 3563
13 1031 2405
13 2480 5621
13 854 2012
13 2748 6199
13 907 2123
13 4310 9778
13 3538 7964
13 1130 2592
13 395 996
13 216 542
13 3687 8329
13 2526 5717
13 597 1421
13 3965 8982
13 1952 4437
13 2215 5059
13 3201 7192
13 2199 5005
13 3291 7407
13 2296 5229
13 1937 4410
13 48 131
13 3643 8192
13 2886 6458
13 3186 7155
13 4252 9607
13 2028 4614
13 573 1369
13 3619 8128
13 3263 7315
13 2172 4932
13 215 533
13 4113 9289
13 1448 3297
13 1369 3084
13 596 1412
13 1368 3075
13 3303 7401
13 138 356
13 166 423
13 1907 4295
13 3869 8685
13 2745 6140
13 892 2068
13 1788 4020
13 3088 6929
13 3188 7128
13 491 1212
13 3704 8286
13 362 887
13 2892 6441
13 1201 2696
13 414 1018
13 396 985
13 2465 5507
13 2009 4525
13 241 593
13 2914 6473
13 976 2246
13 2245 5073
13 1693 3789
13 3231 7179
13 854 1958
13 1380 3078
13 3063 6828
13 594 1395
13 342 842
13 2816 6255
13 2285 5148
13 488 1198
13 3011 6678
13 4233 9443
13 2812 6236
13 4102 9170
13 665 1511
13 98 256
13 1081 2451
13 2227 4991
13 645 1468
13 304 738
13 2640 5878
13 1911 4261
13 4392 9786
13 1456 3248
13 712 1599
13 726 1645
13 1857 4125
13 956 2192
13 3666 8119
13 2892 6372
13 1617 3617
13 836 1908
13 4459 9903
13 2517 5575
13 575 1338
13 3049 6731
13 3154 6970
13 3843 8532
13 1351 2986
13 934 2118
13 4382 9730
13 2728 6016
13 3601 7913
13 1027 2318
13 2328 5186
13 4257 9425
13 1154 2574
13 1804 3989
13 1983 4416
13 158 394
13 2124 4727
13 3027 6647
13 415 1008
13 2034 4514
13 2847 6247
13 1170 2607
13 2804 6159
13 150 373
13 472 1151
13 256 630
13 3078 6745
13 2154 4768
13 4028 8890
13 1368 3000
13 131 343
13 3017 6580
13 4408 9731
13 1664 3666
13 2299 5112
13 4106 9069
13 945 2136
13 494 1195
13 2293 5085
13 18 50
13 1581 3513
13 3042 6623
13 2649 5827
13 2779 6088
13 251 612
13 93 243
13 1297 2834
13 756 1692
13 1476 3242
13 1751 3842
13 2846 6206
13 4328 9490
13 2973 6449
13 3978 8717
13 2850 6215
13 3492 7600
13 2603 5700
13 4234 9312
13 1063 2368
13 2082 4590
13 1036 2312
13 4127 9064
13 484 1171
13 3842 8395
13 4142 9082
13 2891 6283
13 3439 7464
13 516 1218
13 3450 7478
13 4067 8901
13 554 1268
13 410 992
13 836 1876
13 3266 7095
13 1561 3432
13 4049 8840
13 1697 3691
13 2890 6266
13 223 532
13 3189 6933
13 2993 6461
13 1426 3090
13 1285 2775
13 1347 2910
13 3758 8160
13 2444 5342
13 3168 6863
13 1768 3860
13 2128 4654
13 2569 5583
13 3886 8450
13 1518 3318
13 418 999
13 2757 5973
13 3726 8065
13 31 81
13 3960 8609
13 2552 5529
13 573 1300
13 2810 6087
13 332 782
13 4107 8920
13 1570 3431
13 1223 2658
13 2787 6016
13 1481 3215
13 3656 7851
13 2804 6059
13 2690 5834
13 3874 8383
13 4303 9344
13 1035 2295
13 671 1474
13 3919 8472
13 713 1557
13 2775 5986
13 1771 3814
13 2199 4772
13 4546 9846
13 2222 4821
13 144 356
13 2137 4648
13 3781 8139
13 3601 7707
13 260 622
13 2889 6205
13 3641 7789
13 2588 5583
13 3763 8086
13 2519 5441
13 759 1670
13 2405 5221
13 2011 4361
13 652 1454
13 1961 4231
13 3145 6729
13 437 1021
13 945 2082
13 1301 2788
13 3204 6855
13 3185 6818
13 968 2133
13 4242 9150
13 3867 8292
13 3252 6957
13 3303 7060
13 265 630
13 327 771
13 831 1832
13 196 476
13 2608 5592
13 3976 8540
13 680 1476
13 35 84
13 2936 6248
13 3944 8450
13 1229 2641
13 164 389
13 1880 4033
13 3324 7079
13 2716 5830
13 2664 5704
13 1054 2300
13 3091 6543
13 1625 3510
13 3088 6532
13 4493 9625
13 2108 4531
13 2306 4966
13 1109 2413
13 621 1387
13 815 1784
13 385 898
13 3245 6889
13 3038 6428
13 3716 7855
13 1851 3949
13 3328 7058
13 2318 4979
13 979 2134
13 3561 7534
13 3261 6923
13 290 674
13 4219 9011
13 3306 7007
13 1531 3274
13 3531 7461
13 4522 9648
13 1719 3663
13 692 1495
13 3180 6728
13 2747 5845
13 1660 3551
13 2525 5380
13 4117 8741
13 1591 3413
13 880 1912
13 3944 8366
13 2020 4296
13 1516 3231
13 3386 7131
13 2672 5683
13 2343 5015
13 2052 4382
13 4206 8925
13 659 1444
13 4045 8589
13 4344 9226
13 2271 4854
13 1678 3568
13 615 1360
13 1111 2389
13 205 492
13 3970 8387
13 3691 7752
13 1814 3851
13 770 1661
13 734 1565
13 4654 9852
13 780 1677
13 4449 9412
13 3145 6580
13 1831 3874
13 4398 9315
13 3943 8312
13 1230 2615
13 4293 9080
13 91 225
13 3503 7333
13 1589 3377
13 4641 9808
13 355 817
13 2560 5412
13 2277 4823
13 2451 5199
13 2051 4337
13 1236 2619
13 55 140
13 4708 9916
13 3577 7474
13 1766 3709
13 581 1276
13 2966 6215
13 239 553
13 2869 6015
13 130 319
13 2083 4404
13 3690 7677
13 3934 8236
13 2019 4256
13 2717 5706
13 3672 7649
13 3454 7188
13 4558 9580
13 1569 3316
13 2625 5501
13 4071 8548
13 1125 2397
13 970 2078
13 2802 5881
13 2751 5774
13 882 1886
13 3218 6698
13 3627 7538
13 1467 3061
13 3953 8249
13 873 1876
13 945 2033
13 4019 8390
13 3906 8144
13 2799 5859
13 4045 8451
13 2755 5772
13 971 2074
13 4297 9004
13 836 1788
13 1129 2393
13 4656 9760
13 2777 5817
13 3357 6981
13 154 369
13 719 1523
13 425 982
13 1878 3909
13 477 1103
13 2058 4299
13 4509 9410
13 4619 9651
13 1466 3048
13 3797 7840
13 888 1885
13 2464 5174
13 2926 6078
13 2352 4935
13 1311 2712
13 2641 5492
13 1533 3185
13 408 940
13 3646 7525
13 750 1575
13 4363 9084
13 1620 3384
13 12 26
13 2320 4857
13 853 1810
13 2587 5382
13 1449 2997
13 246 555
13 706 1494
13 4249 8814
13 3661 7536
13 879 1863
13 138 337
13 4110 8519
13 2784 5773
13 3793 7792
13 1369 2818
13 730 1535
13 1840 3796
13 1052 2218
13 2768 5728
13 2741 5681
13 3594 7392
13 856 1806
13 3386 6968
13 42 104
13 3556 7298
13 65 153
13 3602 7397
13 517 1175
13 3927 8080
13 3169 6481
13 2199 4559
13 2150 4458
13 3764 7690
13 1327 2721
13 3017 6192
13 3426 7039
13 1584 3276
13 3768 7687
13 2843 5853
13 364 813
13 4636 9550
13 1232 2542
13 4518 9332
13 800 1675
13 140 335
13 4137 8502
13 4646 9563
13 2009 4131
13 327 720
13 2549 5291
13 3012 6164
13 2164 4464
13 1668 3449
13 1536 3132
13 410 920
13 3479 7100
13 4683 9638
13 4061 8317
13 4044 8275
13 3792 7718
13 512 1151
13 4471 9187
13 4158 8529
13 2511 5193
13 917 1908
13 2285 4721
13 1073 2233
13 2511 5185
13 1162 2408
13 2157 4438
13 1136 2350
13 4069 8311
13 3424 6981
13 810 1682
13 3120 6338
13 3602 7316
13 3228 6536
13 2885 5901
13 3849 7799
13 3575 7256
13 3721 7544
13 1942 3963
13 827 1720
13 3624 7346
13 1677 3447
13 4397 8992
13 2165 4446
13 1520 3085
13 3603 7310
13 4439 9073
13 3531 7156
13 2345 4813
13 2245 4612
13 2780 5685
13 3143 6358
13 3231 6521
13 179 406
13 4219 8591
13 3970 8058
13 4494 9167
13 1491 3030
13 180 408
13 3705 7478
13 7 11
13 4155 8442
13 71 168
13 1810 3679
13 2428 4978
13 1176 2422
13 715 1478
13 4225 8586
13 4911 9966
13 2671 5441
13 3298 6658
13 3622 7312
13 2558 5240
13 2778 5650
13 4009 8110
13 4118 8326
13 4580 9312
13 3567 7184
13 2698 5482
13 2030 4125
13 865 1796
13 3738 7519
13 214 484
13 2285 4669
13 2100 4277
13 2668 5427
13 4481 9079
13 1687 3444
13 2359 4809
13 2884 5839
13 3618 7274
13 2365 4820
13 2106 4281
13 3702 7443
13 4213 8499
13 2772 5611
13 3090 6217
13 3152 6329
13 2064 4197
13 3071 6183
13 4038 8122
13 387 855
13 4877 9848
13 1652 3363
13 3251 6506
13 2127 4310
13 820 1689
13 1047 2170
13 3934 7846
13 1730 3523
13 3141 6296
13 2983 5995
13 3694 7394
13 1558 3132
13 3495 7016
13 809 1671
13 2416 4911
13 3036 6096
13 2507 5116
13 4828 9721
13 944 1935
13 4361 8742
13 407 893
13 1271 2569
13 1253 2537
13 2854 5745
13 4092 8180
13 4370 8754
13 1012 2074
13 4362 8730
13 611 1290
13 86 197
13 4777 9585
13 3766 7490
13 4946 9912
13 1205 2443
13 874 1800
13 3999 7953
13 2279 4614
13 3001 5999
13 719 1476
13 3648 7262
13 976 1994
13 2583 5222
13 179 394
13 4498 9010
13 3453 6893
13 807 1657
13 701 1458
13 4193 8361
13 652 1378
13 4865 9746
13 3571 7104
13 1120 2272
13 1145 2315
13 4822 9641
13 4033 8017
13 3439 6847
13 2357 4748
13 3249 6443
13 2783 5577
13 3035 6038
13 1500 2992
13 745 1515
13 4955 9880
13 1466 2904
13 1981 3958
13 4049 8032
13 391 857
13 4305 8572
13 2013 4031
13 4377 8685
13 1071 2186
13 3035 6025
13 1959 3907
13 1291 2580
13 659 1388
13 372 801
13 271 590
13 1444 2846
13 4606 9162
13 977 1968
13 1304 2592
13 1318 2618
13 273 592
13 596 1259
13 4348 8612
13 2477 4961
13 2234 4459
13 1688 3360
13 677 1405
13 3248 6388
13 2895 5750
13 2200 4397
13 2134 4255
13 2837 5630
13 1841 3654
13 4168 8214
13 1847 3662
13 2264 4511
13 1597 3138
13 2039 4046
13 1616 3197
13 2670 5325
13 30 71
13 3615 7104
13 2142 4257
13 3992 7811
13 2143 4257
13 2436 4847
13 3562 7010
13 4938 9772
13 1610 3168
13 4857 9602
13 1194 2390
13 1901 3760
13 3682 7214
13 3759 7354
13 2545 5074
13 4090 8025
13 3600 7066
13 1440 2831
13 354 765
13 1434 2816
13 3696 7228
13 2530 5021
13 2422 4798
13 3702 7234
13 1638 3235
13 2431 4813
13 866 1746
13 1390 2725
13 4515 8859
13 622 1295
13 4115 8050
13 2666 5282
13 2402 4751
13 4425 8660
13 1582 3094
13 4584 9009
13 1768 3507
13 45 104
13 2589 5133
13 1544 3027
13 3099 6058
13 1969 3875
13 1609 3140
13 4903 9624
13 579 1230
13 4214 8214
13 2038 4001
13 4251 8296
13 484 1045
13 2417 4767
13 3844 7465
13 2343 4625
13 4996 9788
13 1129 2263
13 927 1860
13 4787 9375
13 1737 3428
13 5098 9958
13 1053 2100
13 1147 2287
13 597 1253
13 3360 6503
13 3910 7570
13 3087 6004
13 760 1515
13 3605 7016
13 660 1365
13 663 1374
13 3670 7120
13 1477 2850
13 2242 4402
13 4890 9530
13 3466 6726
13 3908 7542
13 4693 9155
13 2205 4308
13 1062 2108
13 1626 3156
13 4598 8956
13 1626 3153
13 2187 4275
13 1433 2773
13 4035 7778
13 2083 4063
13 673 1389
13 3088 5990
13 5030 9790
13 2469 4817
13 3065 5948
13 953 1891
13 3679 7105
13 3735 7201
13 2426 4746
13 480 1027
13 4923 9558
13 1336 2613
13 4165 8043
13 427 923
13 2053 3987
13 766 1515
13 55 126
13 4345 8389
13 488 1045
13 3547 6852
13 1156 2283
13 3419 6552
13 3913 7512
13 2255 4391
13 5009 9709
13 3370 6468
13 2011 3896
13 147 336
13 4772 9242
13 846 1675
13 2260 4400
13 3621 6983
13 4008 7665
13 2156 4190
13 907 1800
13 1858 3614
13 1249 2433
13 4616 8905
13 3737 7167
13 1819 3531
13 3275 6284
13 3500 6725
13 3201 6144
13 2238 4327
13 2071 4001
13 59 132
13 3031 5842
13 2138 4127
13 2520 4873
13 1678 3240
13 3841 7331
13 1803 3509
13 5080 9792
13 558 1195
13 2196 4252
13 3046 5853
13 4026 7663
13 4260 8149
13 3233 6190
13 1690 3257
13 5102 9824
13 277 590
13 105 240
13 1989 3841
13 528 1132
13 4390 8393
13 1981 3807
13 5168 9918
13 1896 3650
13 3852 7327
13 1782 3449
13 5181 9935
13 2106 4052
13 4993 9594
13 2217 4262
13 2289 4405
13 3182 6078
13 3399 6457
13 2543 4884
13 3840 7303
13 5056 9697
13 4476 8567
13 3765 7164
13 4957 9489
13 5084 9762
13 704 1417
13 865 1695
13 1970 3778
13 4998 9566
13 4161 7885
13 1754 3387
13 2999 5742
13 2519 4827
13 1887 3628
13 5007 9583
13 3123 5959
13 4396 8373
13 5088 9743
13 3073 5877
13 1029 2023
13 3716 7070
13 2962 5679
13 1006 1958
13 3952 7474
13 831 1625
13 1335 2573
13 4340 8232
13 4082 7703
13 4729 9030
13 1632 3116
13 669 1358
13 2645 5079
13 4240 8036
13 4485 8523
13 432 920
13 4135 7798
13 5231 9940
13 1361 2615
13 812 1576
13 4995 9506
13 3610 6852
13 2595 4964
13 2743 5248
13 861 1679
13 2588 4944
13 554 1183
13 2095 3991
13 1731 3317
13 3859 7278
13 3293 6220
13 871 1692
13 2282 4348
13 978 1899
13 1916 3651
13 4329 8175
13 1841 3524
13 1344 2576
13 3407 6407
13 4037 7579
13 4232 7958
13 3095 5875
13 4719 8938
13 1595 3037
13 2063 3911
13 3970 7461
13 134 309
13 4283 8062
13 3937 7401
13 1543 2925
13 5087 9638
13 1713 3259
13 3256 6129
13 447 954
13 2557 4859
13 4174 7809
13 1160 2250
13 1243 2394
13 924 1800
13 2942 5567
13 5116 9673
13 2304 4372
13 1896 3612
13 176 373
13 3347 6272
13 3878 7263
13 4544 8548
13 5192 9796
13 3296 6191
13 650 1307
13 1975 3728
13 2192 4149
13 3838 7183
13 1408 2666
13 1863 3538
13 3981 7446
13 56 127
13 2034 3847
13 2929 5508
13 2056 3880
13 1656 3124
13 774 1499
13 1831 3491
13 4918 9254
13 1285 2453
13 2485 4702
13 3771 7063
13 2488 4704
13 3793 7096
13 2766 5215
13 3558 6623
13 3620 6769
13 5101 9587
13 104 235
13 1836 3495
13 1143 2211
13 2042 3850
13 4501 8395
13 4477 8360
13 18 41
13 5173 9703
13 1087 2088
13 261 542
13 1717 3238
13 523 1106
13 2177 4080
13 330 684
13 4095 7585
13 4281 7928
13 1346 2545
13 750 1465
13 3988 7404
13 2161 4044
13 658 1308
13 3584 6658
13 1531 2849
13 3228 6010
13 32 73
13 2093 3905
13 1663 3106
13 852 1640
13 256 529
13 3362 6228
13 4106 7580
13 3835 7116
13 3266 6075
13 5247 9791
13 3959 7319
13 2397 4470
13 2413 4503
13 1994 3712
13 2239 4173
13 3572 6591
13 2278 4255
13 4012 7411
13 4185 7697
13 2507 4687
13 2387 4448
13 2826 5282
13 4825 8967
13 3766 6993
13 1660 3099
13 3456 6372
13 500 1037
13 2365 4407
13 1619 3030
13 2085 3886
13 3661 6769
13 5089 9456
13 4246 7792
13 3377 6228
13 522 1096
13 2507 4673
13 4760 8808
13 4696 8676
13 4420 8141
13 2630 4883
13 4590 8468
13 951 1812
13 5037 9353
13 1589 2971
13 2982 5525
13 5334 9879
13 3194 5915
13 3326 6132
13 1955 3642
13 5395 9964
13 3901 7171
13 4400 8090
13 2821 5247
13 3330 6139
13 733 1435
13 2523 4698
13 1340 2511
13 1315 2472
13 2950 5458
13 997 1893
13 1461 2711
13 1170 2227
13 681 1349
13 3725 6855
13 4600 8455
13 1302 2446
13 803 1528
13 1939 3615
13 537 1122
13 3278 6021
13 4628 8498
13 3223 5942
13 4305 7834
13 2273 4204
13 2847 5266
13 1804 3359
13 211 435
13 567 1181
13 3171 5843
13 2211 4077
13 550 1145
13 1629 3014
13 4651 8520
13 1490 2744
13 4973 9153
13 5423 9955
13 4079 7443
13 4388 8016
13 4793 8780
13 1576 2901
13 5398 9910
13 782 1491
13 2768 5128
13 4186 7611
13 4568 8346
13 5420 9936
13 23 57
13 3416 6226
13 5397 9903
13 4142 7532
13 1190 2247
13 2583 4754
13 1869 3474
13 38 81
13 4889 8958
13 4788 8740
13 5339 9792
13 3130 5745
13 5421 9921
13 3071 5635
13 3383 6174
13 4078 7419
13 2721 5002
13 508 1046
13 80 163
13 243 507
13 488 1002
13 4200 7606
13 4678 8524
13 3369 6134
13 244 507
13 2611 4786
13 4214 7625
13 1062 1988
13 1286 2397
13 1249 2323
13 4558 8276
13 4839 8807
13 4701 8549
13 2476 4531
13 3500 6339
13 3933 7148
13 5081 9285
13 5378 9813
13 3988 7230
13 2501 4595
13 2681 4906
13 3854 7022
13 160 340
13 574 1179
13 4947 9010
13 3607 6515
13 4738 8598
13 173 364
13 4189 7561
13 4830 8762
13 427 871
13 2689 4915
13 1488 2720
13 3151 5747
13 518 1049
13 5262 9580
13 3791 6885
13 2750 5026
13 845 1568
13 5100 9283
13 4076 7349
13 3425 6196
13 4482 8090
13 1206 2250
13 363 727
13 387 781
13 5172 9399
13 8 13
13 3829 6946
13 3679 6629
13 2521 4608
13 991 1852
13 3 3
13 675 1301
13 5170 9384
13 2951 5365
13 2288 4168
13 4440 7982
13 1122 2081
13 4491 8081
13 1707 3096
13 1622 2953
13 5159 9349
13 3201 5817
13 2771 5052
13 200 398
13 2976 5397
13 1050 1938
13 951 1777
13 1820 3317
13 4230 7573
13 3030 5478
13 3241 5865
13 1085 2015
13 4327 7729
13 3682 6592
13 1546 2796
13 3969 7128
13 1629 2957
13 3384 6094
13 54 109
13 2169 3918
13 4449 7947
13 3614 6464
13 2878 5219
13 2038 3683
13 4574 8182
13 3176 5739
13 895 1665
13 127 263
13 2115 3820
13 550 1114
13 5315 9568
13 1761 3169
13 1811 3283
13 481 973
13 5524 9920
13 2784 5032
13 1619 2911
13 925 1697
13 4670 8349
13 3811 6836
13 1949 3527
13 2335 4214
13 4947 8851
13 652 1256
13 4011 7158
13 892 1647
13 2624 4736
13 3637 6468
13 4363 7741
13 604 1197
13 195 386
13 1107 2040
13 2238 4014
13 1074 1957
13 1135 2075
13 1195 2196
13 2257 4048
13 49 93
13 4941 8811
13 4447 7868
13 612 1207
13 2633 4732
13 4158 7390
13 2505 4490
13 3184 5705
13 2044 3662
13 5326 9522
13 2771 4968
13 937 1711
13 2358 4223
13 985 1804
13 2920 5238
13 2678 4789
13 3932 7007
13 1597 2847
13 4679 8299
13 4874 8654
13 4293 7583
13 2662 4767
13 1543 2747
13 4945 8781
13 821 1505
13 571 1140
13 1567 2795
13 5506 9814
13 1796 3215
13 711 1343
13 2157 3862
13 1845 3308
13 3689 6506
13 4572 8083
13 435 867
13 640 1238
13 1003 1825
13 941 1709
13 1843 3295
13 3092 5487
13 637 1231
13 2587 4615
13 1989 3550
13 997 1806
13 1565 2771
13 4968 8788
13 3752 6595
13 5499 9778
13 896 1635
13 2758 4895
13 2695 4784
13 3142 5571
13 3405 6014
13 2188 3884
13 354 704
13 2176 3872
13 2831 5024
13 5559 9851
13 2083 3686
13 2578 4591
